Driver,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,PitOutTime,PitInTime
VER,0 days 00:02:18.601000,,0 days 00:00:53.475000,0 days 00:00:44.864000,INTERMEDIATE,1.0,,
VER,0 days 00:02:04.389000,0 days 00:00:32.523000,0 days 00:00:48.799000,0 days 00:00:43.067000,INTERMEDIATE,2.0,,
VER,0 days 00:02:03.369000,0 days 00:00:32.435000,0 days 00:00:48.845000,0 days 00:00:42.089000,INTERMEDIATE,3.0,,
VER,0 days 00:02:03.238000,0 days 00:00:31.869000,0 days 00:00:49.406000,0 days 00:00:41.963000,INTERMEDIATE,4.0,,
VER,0 days 00:02:02.703000,0 days 00:00:31.644000,0 days 00:00:48.332000,0 days 00:00:42.727000,INTERMEDIATE,5.0,,
VER,0 days 00:02:03.027000,0 days 00:00:31.900000,0 days 00:00:48.435000,0 days 00:00:42.692000,INTERMEDIATE,6.0,,
VER,0 days 00:02:03.289000,0 days 00:00:32.037000,0 days 00:00:48.482000,0 days 00:00:42.770000,INTERMEDIATE,7.0,,
VER,0 days 00:02:23.240000,0 days 00:00:32.664000,0 days 00:00:55.750000,0 days 00:00:54.826000,INTERMEDIATE,8.0,,
VER,,0 days 00:00:42.191000,0 days 00:01:02.511000,0 days 00:00:57.988000,INTERMEDIATE,9.0,,
VER,,0 days 00:00:44.443000,0 days 00:01:09.294000,0 days 00:00:44.859000,INTERMEDIATE,10.0,,
VER,0 days 00:02:01.612000,0 days 00:00:31.906000,0 days 00:00:48.257000,0 days 00:00:41.449000,INTERMEDIATE,11.0,,
VER,0 days 00:02:00.967000,0 days 00:00:31.528000,0 days 00:00:47.305000,0 days 00:00:42.134000,INTERMEDIATE,12.0,,
VER,0 days 00:02:01.842000,0 days 00:00:31.763000,0 days 00:00:47.835000,0 days 00:00:42.244000,INTERMEDIATE,13.0,,
VER,0 days 00:02:01.558000,0 days 00:00:31.631000,0 days 00:00:47.719000,0 days 00:00:42.208000,INTERMEDIATE,14.0,,
VER,0 days 00:02:01.407000,0 days 00:00:31.615000,0 days 00:00:47.736000,0 days 00:00:42.056000,INTERMEDIATE,15.0,,
VER,0 days 00:02:01.138000,0 days 00:00:31.700000,0 days 00:00:47.349000,0 days 00:00:42.089000,INTERMEDIATE,16.0,,
VER,0 days 00:02:00.909000,0 days 00:00:31.647000,0 days 00:00:47.308000,0 days 00:00:41.954000,INTERMEDIATE,17.0,,
VER,0 days 00:02:00.807000,0 days 00:00:31.747000,0 days 00:00:47.093000,0 days 00:00:41.967000,INTERMEDIATE,18.0,,
VER,0 days 00:02:00.520000,0 days 00:00:31.445000,0 days 00:00:47.245000,0 days 00:00:41.830000,INTERMEDIATE,19.0,,
