Driver,Stint,Compound,LapStartTime,TyreLife
VER,1.0,INTERMEDIATE,0 days 01:02:35.625000,1.0
VER,1.0,INTERMEDIATE,0 days 01:04:37.899000,2.0
VER,2.0,WET,0 days 03:14:00.147000,1.0
VER,2.0,WET,0 days 03:16:55.042000,2.0
VER,2.0,WET,0 days 03:19:40.753000,3.0
VER,2.0,WET,0 days 03:22:44.098000,4.0
VER,2.0,WET,0 days 03:24:34.859000,5.0
VER,3.0,INTERMEDIATE,0 days 03:26:27.724000,1.0
VER,3.0,INTERMEDIATE,0 days 03:28:38.349000,2.0
VER,3.0,INTERMEDIATE,0 days 03:30:23.497000,3.0
VER,3.0,INTERMEDIATE,0 days 03:32:08.408000,4.0
VER,3.0,INTERMEDIATE,0 days 03:33:53.419000,5.0
VER,3.0,INTERMEDIATE,0 days 03:35:38.822000,6.0
VER,3.0,INTERMEDIATE,0 days 03:37:24.624000,7.0
VER,3.0,INTERMEDIATE,0 days 03:39:11.437000,8.0
VER,3.0,INTERMEDIATE,0 days 03:40:58.785000,9.0
VER,3.0,INTERMEDIATE,0 days 03:42:46.301000,10.0
VER,3.0,INTERMEDIATE,0 days 03:44:33.717000,11.0
VER,3.0,INTERMEDIATE,0 days 03:46:21.315000,12.0
VER,3.0,INTERMEDIATE,0 days 03:48:08.969000,13.0
VER,3.0,INTERMEDIATE,0 days 03:49:56.711000,14.0
VER,3.0,INTERMEDIATE,0 days 03:51:44.274000,15.0
VER,3.0,INTERMEDIATE,0 days 03:53:31.624000,16.0
VER,3.0,INTERMEDIATE,0 days 03:55:19.275000,17.0
VER,3.0,INTERMEDIATE,0 days 03:57:06.857000,18.0
VER,3.0,INTERMEDIATE,0 days 03:58:54.651000,19.0
VER,3.0,INTERMEDIATE,0 days 04:00:42.642000,20.0
VER,3.0,INTERMEDIATE,0 days 04:02:30.891000,21.0
VER,3.0,INTERMEDIATE,0 days 04:04:19.835000,22.0
GAS,1.0,INTERMEDIATE,0 days 01:02:35.625000,1.0
GAS,2.0,WET,0 days 01:05:25.777000,1.0
GAS,3.0,WET,0 days 03:14:00.147000,1.0
GAS,3.0,WET,0 days 03:17:28.626000,2.0
GAS,3.0,WET,0 days 03:20:15.150000,3.0
GAS,3.0,WET,0 days 03:22:57.802000,4.0
GAS,3.0,WET,0 days 03:24:55.697000,5.0
GAS,4.0,INTERMEDIATE,0 days 03:26:53.510000,1.0
GAS,4.0,INTERMEDIATE,0 days 03:29:05.247000,2.0
GAS,4.0,INTERMEDIATE,0 days 03:30:54.627000,3.0
GAS,4.0,INTERMEDIATE,0 days 03:32:43.497000,4.0
GAS,4.0,INTERMEDIATE,0 days 03:34:31.351000,5.0
GAS,4.0,INTERMEDIATE,0 days 03:36:20.466000,6.0
GAS,4.0,INTERMEDIATE,0 days 03:38:09.597000,7.0
GAS,4.0,INTERMEDIATE,0 days 03:39:59.935000,8.0
GAS,4.0,INTERMEDIATE,0 days 03:41:49.698000,9.0
GAS,4.0,INTERMEDIATE,0 days 03:43:40.190000,10.0
GAS,4.0,INTERMEDIATE,0 days 03:45:31.106000,11.0
GAS,4.0,INTERMEDIATE,0 days 03:47:21.908000,12.0
GAS,5.0,INTERMEDIATE,0 days 03:49:15.292000,1.0
GAS,5.0,INTERMEDIATE,0 days 03:51:22.730000,2.0
GAS,5.0,INTERMEDIATE,0 days 03:53:08.322000,3.0
