Driver,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,PitOutTime,PitInTime
VER,0 days 00:01:19.660000,,0 days 00:00:26.613000,0 days 00:00:23.203000,SOFT,1.0,,
VER,0 days 00:01:16.249000,0 days 00:00:26.437000,0 days 00:00:26.658000,0 days 00:00:23.154000,SOFT,2.0,,
VER,0 days 00:01:16.523000,0 days 00:00:26.412000,0 days 00:00:26.918000,0 days 00:00:23.193000,SOFT,3.0,,
VER,0 days 00:01:16.656000,0 days 00:00:26.448000,0 days 00:00:27.024000,0 days 00:00:23.184000,SOFT,4.0,,
VER,0 days 00:01:16.449000,0 days 00:00:26.298000,0 days 00:00:27.021000,0 days 00:00:23.130000,SOFT,5.0,,
VER,0 days 00:01:16.350000,0 days 00:00:26.223000,0 days 00:00:27.009000,0 days 00:00:23.118000,SOFT,6.0,,
VER,0 days 00:01:16.253000,0 days 00:00:26.165000,0 days 00:00:26.934000,0 days 00:00:23.154000,SOFT,7.0,,
VER,0 days 00:01:16.486000,0 days 00:00:26.222000,0 days 00:00:27.037000,0 days 00:00:23.227000,SOFT,8.0,,
VER,0 days 00:01:16.510000,0 days 00:00:26.295000,0 days 00:00:27.062000,0 days 00:00:23.153000,SOFT,9.0,,
VER,0 days 00:01:16.636000,0 days 00:00:26.301000,0 days 00:00:27.106000,0 days 00:00:23.229000,SOFT,10.0,,
VER,0 days 00:01:16.671000,0 days 00:00:26.316000,0 days 00:00:27.062000,0 days 00:00:23.293000,SOFT,11.0,,
VER,0 days 00:01:16.698000,0 days 00:00:26.338000,0 days 00:00:27.018000,0 days 00:00:23.342000,SOFT,12.0,,
VER,0 days 00:01:16.521000,0 days 00:00:26.174000,0 days 00:00:27.140000,0 days 00:00:23.207000,SOFT,13.0,,
VER,0 days 00:01:16.461000,0 days 00:00:26.211000,0 days 00:00:27.008000,0 days 00:00:23.242000,SOFT,14.0,,
