Driver,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,PitOutTime,PitInTime
VER,0 days 00:01:38.082000,,0 days 00:00:30.360000,0 days 00:00:29.775000,MEDIUM,1.0,,
VER,0 days 00:01:35.275000,0 days 00:00:35.387000,0 days 00:00:30.255000,0 days 00:00:29.633000,MEDIUM,2.0,,
VER,0 days 00:01:34.890000,0 days 00:00:35.145000,0 days 00:00:30.204000,0 days 00:00:29.541000,MEDIUM,3.0,,
VER,0 days 00:01:34.700000,0 days 00:00:35.025000,0 days 00:00:30.238000,0 days 00:00:29.437000,MEDIUM,4.0,,
VER,0 days 00:01:34.809000,0 days 00:00:35.107000,0 days 00:00:30.147000,0 days 00:00:29.555000,MEDIUM,5.0,,
VER,0 days 00:01:34.840000,0 days 00:00:35.157000,0 days 00:00:30.156000,0 days 00:00:29.527000,MEDIUM,6.0,,
VER,0 days 00:01:34.634000,0 days 00:00:35.083000,0 days 00:00:30.108000,0 days 00:00:29.443000,MEDIUM,7.0,,
VER,0 days 00:01:34.821000,0 days 00:00:35.108000,0 days 00:00:30.194000,0 days 00:00:29.519000,MEDIUM,8.0,,
VER,0 days 00:01:34.832000,0 days 00:00:35.150000,0 days 00:00:30.248000,0 days 00:00:29.434000,MEDIUM,9.0,,
VER,0 days 00:01:35.252000,0 days 00:00:35.219000,0 days 00:00:30.413000,0 days 00:00:29.620000,MEDIUM,10.0,,
VER,0 days 00:01:34.959000,0 days 00:00:35.104000,0 days 00:00:30.262000,0 days 00:00:29.593000,MEDIUM,11.0,,
VER,0 days 00:01:35.191000,0 days 00:00:35.303000,0 days 00:00:30.273000,0 days 00:00:29.615000,MEDIUM,12.0,,
VER,0 days 00:01:34.982000,0 days 00:00:35.203000,0 days 00:00:30.242000,0 days 00:00:29.537000,MEDIUM,13.0,,
VER,0 days 00:01:35.093000,0 days 00:00:35.142000,0 days 00:00:30.279000,0 days 00:00:29.672000,MEDIUM,14.0,,
VER,0 days 00:01:35.370000,0 days 00:00:35.190000,0 days 00:00:30.526000,0 days 00:00:29.654000,MEDIUM,15.0,,
VER,0 days 00:01:44.577000,0 days 00:00:35.375000,0 days 00:00:30.273000,0 days 00:00:38.929000,MEDIUM,16.0,,0 days 01:27:59.039000
VER,,0 days 00:01:07.639000,0 days 00:00:51.363000,0 days 00:01:03.656000,HARD,1.0,0 days 01:28:19.770000,
VER,,0 days 00:00:55.341000,0 days 00:00:48.281000,0 days 00:00:55.945000,HARD,2.0,,
VER,0 days 00:02:29.635000,0 days 00:00:53.413000,0 days 00:00:46.744000,0 days 00:00:49.478000,HARD,3.0,,
VER,,0 days 00:00:52.136000,0 days 00:00:45.115000,0 days 00:01:06.236000,HARD,4.0,,
VER,0 days 00:01:35.227000,0 days 00:00:35.577000,0 days 00:00:29.986000,0 days 00:00:29.664000,HARD,5.0,,
VER,0 days 00:01:34.167000,0 days 00:00:34.979000,0 days 00:00:29.863000,0 days 00:00:29.325000,HARD,6.0,,
VER,0 days 00:01:33.688000,0 days 00:00:34.814000,0 days 00:00:29.795000,0 days 00:00:29.079000,HARD,7.0,,
VER,0 days 00:01:33.445000,0 days 00:00:34.675000,0 days 00:00:29.704000,0 days 00:00:29.066000,HARD,8.0,,
VER,0 days 00:01:33.301000,0 days 00:00:34.521000,0 days 00:00:29.663000,0 days 00:00:29.117000,HARD,9.0,,
VER,0 days 00:01:33.304000,0 days 00:00:34.575000,0 days 00:00:29.713000,0 days 00:00:29.016000,HARD,10.0,,
VER,0 days 00:01:33.059000,0 days 00:00:34.458000,0 days 00:00:29.571000,0 days 00:00:29.030000,HARD,11.0,,
VER,0 days 00:01:33.030000,0 days 00:00:34.398000,0 days 00:00:29.606000,0 days 00:00:29.026000,HARD,12.0,,
