Driver,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,PitOutTime,PitInTime
VER,,,0 days 00:00:30.693000,0 days 00:00:20.688000,MEDIUM,1.0,,
VER,0 days 00:01:08.758000,0 days 00:00:17.470000,0 days 00:00:30.567000,0 days 00:00:20.721000,MEDIUM,2.0,,
VER,0 days 00:01:08.654000,0 days 00:00:17.448000,0 days 00:00:30.478000,0 days 00:00:20.728000,MEDIUM,3.0,,
VER,0 days 00:01:08.461000,0 days 00:00:17.377000,0 days 00:00:30.461000,0 days 00:00:20.623000,MEDIUM,4.0,,
VER,0 days 00:01:08.455000,0 days 00:00:17.322000,0 days 00:00:30.467000,0 days 00:00:20.666000,MEDIUM,5.0,,
VER,0 days 00:01:08.498000,0 days 00:00:17.353000,0 days 00:00:30.450000,0 days 00:00:20.695000,MEDIUM,6.0,,
VER,0 days 00:01:08.668000,0 days 00:00:17.367000,0 days 00:00:30.560000,0 days 00:00:20.741000,MEDIUM,7.0,,
VER,0 days 00:01:08.741000,0 days 00:00:17.448000,0 days 00:00:30.641000,0 days 00:00:20.652000,MEDIUM,8.0,,
VER,0 days 00:01:08.948000,0 days 00:00:17.467000,0 days 00:00:30.749000,0 days 00:00:20.732000,MEDIUM,9.0,,
VER,0 days 00:01:09.059000,0 days 00:00:17.487000,0 days 00:00:30.842000,0 days 00:00:20.730000,MEDIUM,10.0,,
VER,0 days 00:01:09.057000,0 days 00:00:17.472000,0 days 00:00:30.870000,0 days 00:00:20.715000,MEDIUM,11.0,,
VER,0 days 00:01:09.044000,0 days 00:00:17.478000,0 days 00:00:30.836000,0 days 00:00:20.730000,MEDIUM,12.0,,
VER,0 days 00:01:09.172000,0 days 00:00:17.459000,0 days 00:00:30.997000,0 days 00:00:20.716000,MEDIUM,13.0,,
VER,0 days 00:01:09.031000,0 days 00:00:17.475000,0 days 00:00:30.815000,0 days 00:00:20.741000,MEDIUM,14.0,,
